INES,YAEL,2021-10-18 18:58:52.795639
INES,COMPUTADORA,2021-10-18 19:00:45.612199
JOSE,COMPUTADORA,2021-10-18 20:12:44.987324
JOSE,YAEL,2021-10-18 20:13:56.470791
YAEL,INES,2021-10-18 20:45:53.224644
YAEL,INES,2021-10-18 20:46:51.088558
YAEL,INES,2021-10-18 20:49:36.914540
YAEL,INES,2021-10-18 20:56:14.765548
YAEL,INES,2021-10-18 21:00:55.286108
YAEL,INES,2021-10-18 21:03:10.238605
Yael,Ines,2021-10-18 21:05:35.870342
